"ea_id","rural","sa1q01","sa1q02","sa1q03","sa1q04","sa1q05","sa1q06","sa1q07","item","cs7q00","cs7q01_a","cs7q01_b","cs7q02","cs7q03"
"07200203802",1,7,20,2,8,88,38,2,3,2,"New Road",15,2002,0
"07200203802",1,7,20,2,8,88,38,2,4,2,"Development Project",12,2002,0
"07200500107",0,7,20,5,8,88,1,7,1,1,"Sharp Change in Prices",7,2003,85
"07200500107",0,7,20,5,8,88,1,7,2,1,"Other Bad (Specify)",11,2003,35
"07200500107",0,7,20,5,8,88,1,7,1,2,"Other Good (Specify)",20,2000,60
"07200500107",0,7,20,5,8,88,1,7,2,2,"Development Project",12,2000,15
"07200500107",0,7,20,5,8,88,1,7,3,2,"Improved Electricity",18,2000,100
"07200500107",0,7,20,5,8,88,1,7,4,2,"Improved Transportation Services",17,2000,50
"07200500604",1,7,20,5,8,88,6,4,1,1,"Other Bad (Specify)",11,2003,10
"07200500604",1,7,20,5,8,88,6,4,2,1,"Other Bad (Specify)",11,2002,50
"07200500604",1,7,20,5,8,88,6,4,3,1,"Other Bad (Specify)",11,2002,30
"07200500604",1,7,20,5,8,88,6,4,4,1,"Flood",2,2001,30
"07200500604",1,7,20,5,8,88,6,4,1,2,"Development Project",12,2000,100
"07200500604",1,7,20,5,8,88,6,4,2,2,"Improved Electricity",18,2003,50
"07200500604",1,7,20,5,8,88,6,4,3,2,"Development Project",12,2001,70
"07200800805",1,7,20,8,8,88,8,5,1,1,"Sharp Change in Prices",7,2003,5
"07200800805",1,7,20,8,8,88,8,5,2,1,"Drought",1,2000,10
"07200800805",1,7,20,8,8,88,8,5,3,1,"Livestock Disease",4,2001,10
"07200800805",1,7,20,8,8,88,8,5,4,1,"Flood",2,2002,40
"07210103003",1,7,21,1,8,88,30,3,1,1,"Crop Disease/Pests",3,2003,75
"07210103003",1,7,21,1,8,88,30,3,1,2,"Development Project",12,2004,75
"07210106202",1,7,21,1,8,88,62,2,1,1,"Flood",2,2003,10
"07210106202",1,7,21,1,8,88,62,2,2,1,"Crop Disease/Pests",3,2002,25
"07210106202",1,7,21,1,8,88,62,2,3,1,"Other Bad (Specify)",11,2002,100
"07210106202",1,7,21,1,8,88,62,2,4,1,"Flood",2,2002,25
"07210106202",1,7,21,1,8,88,62,2,1,2,"Development Project",12,2003,90
"07210106202",1,7,21,1,8,88,62,2,2,2,"New Employment Oppurtunity",13,2000,90
"12010100401",1,12,1,1,8,88,4,1,1,1,"Drought",1,2000,75
"12010100401",1,12,1,1,8,88,4,1,2,1,"Sharp Change in Prices",7,2000,75
"12010100401",1,12,1,1,8,88,4,1,3,1,"Flood",2,2000,75
"12010100401",1,12,1,1,8,88,4,1,1,2,"New Road",15,2002,100
"12010100401",1,12,1,1,8,88,4,1,2,2,"New Health Facility",14,2003,100
"12010200401",1,12,1,2,8,88,4,1,1,1,"Sharp Change in Prices",7,2004,5
"12010200401",1,12,1,2,8,88,4,1,2,1,"Drought",1,2002,2
"12010200401",1,12,1,2,8,88,4,1,1,2,"New School",16,2001,5
"12010200401",1,12,1,2,8,88,4,1,2,2,"New Health Facility",14,2003,5
"12010200401",1,12,1,2,8,88,4,1,3,2,"Development Project",12,2003,5
"12010200901",1,12,1,2,8,88,9,1,1,1,"Drought",1,2001,1
"12010200901",1,12,1,2,8,88,9,1,2,1,"Drought",1,2002,1
"12010200901",1,12,1,2,8,88,9,1,1,2,"New School",16,2003,5
"12010200901",1,12,1,2,8,88,9,1,2,2,"New Health Facility",14,2003,5
"12010200901",1,12,1,2,8,88,9,1,3,2,"Development Project",12,2004,2
"12010300103",0,12,1,3,1,1,1,3,1,1,"Crop Disease/Pests",3,2001,20
"12010300103",0,12,1,3,1,1,1,3,2,1,"Sharp Change in Prices",7,2004,80
"12010300103",0,12,1,3,1,1,1,3,3,1,"Crop Disease/Pests",3,2002,20
"12020101701",1,12,2,1,8,88,17,1,1,1,"Other Bad (Specify)",11,2003,100
"12020101701",1,12,2,1,8,88,17,1,2,1,"Crop Disease/Pests",3,2004,50
"12020101701",1,12,2,1,8,88,17,1,1,2,"Development Project",12,2003,0
"12020101701",1,12,2,1,8,88,17,1,2,2,"Other Good (Specify)",20,2000,0
"12020101701",1,12,2,1,8,88,17,1,3,2,"Other Good (Specify)",20,2003,0
"12020300401",1,12,2,3,8,88,4,1,1,1,"Human Epidemic Disease",5,2004,3
"12020300401",1,12,2,3,8,88,4,1,2,1,"Flood",2,2002,4
"12020300401",1,12,2,3,8,88,4,1,3,1,"Drought",1,2001,5
"12020300401",1,12,2,3,8,88,4,1,4,1,"Other Bad (Specify)",11,2002,2
"12020300401",1,12,2,3,8,88,4,1,1,2,"New Health Facility",14,2002,3
"12020300401",1,12,2,3,8,88,4,1,2,2,"New Employment Oppurtunity",13,2002,3
"12020300401",1,12,2,3,8,88,4,1,3,2,"Development Project",12,2002,2
"12020300401",1,12,2,3,8,88,4,1,4,2,"New School",16,2002,3
"12030100107",1,12,3,1,8,88,1,7,1,1,"Sharp Change in Prices",7,2002,50
"12030100107",1,12,3,1,8,88,1,7,2,1,"Other Bad (Specify)",11,1999,100
"12030100107",1,12,3,1,8,88,1,7,1,2,"Development Project",12,2000,20
"12030100107",1,12,3,1,8,88,1,7,2,2,"New Employment Oppurtunity",13,2000,30
"12030100107",1,12,3,1,8,88,1,7,3,2,"Improved Transportation Services",17,2002,90
"12030201002",1,12,3,2,8,88,10,2,1,1,"Sharp Change in Prices",7,2002,25
"12030201002",1,12,3,2,8,88,10,2,1,2,"Development Project",12,2000,50
"12030240301",1,12,3,2,8,88,403,1,1,1,"Sharp Change in Prices",7,2002,50
"12030240301",1,12,3,2,8,88,403,1,1,2,"Development Project",12,2002,20
"12030240301",1,12,3,2,8,88,403,1,2,2,"New Employment Oppurtunity",13,2001,40
"12030240301",1,12,3,2,8,88,403,1,3,2,"New School",16,2003,100
"12030240301",1,12,3,2,8,88,403,1,4,2,"Improved Transportation Services",17,2002,100
"12040101602",1,12,4,1,8,88,16,2,1,1,"Flood",2,2000,100
"12040101602",1,12,4,1,8,88,16,2,1,2,"New School",16,2003,2
"12040101602",1,12,4,1,8,88,16,2,2,2,"New Health Facility",14,2003,2
"13010100102",1,13,1,1,8,88,1,2,1,1,"Drought",1,2001,30
"13010100102",1,13,1,1,8,88,1,2,1,2,"New Health Facility",14,2003,0
"13010100102",1,13,1,1,8,88,1,2,2,2,"New School",16,2003,0
"13010100303",1,13,1,1,8,88,3,3,1,2,"New School",16,2003,0
"13010100303",1,13,1,1,8,88,3,3,2,2,"Other Good (Specify)",20,2004,0
"13010100303",1,13,1,1,8,88,3,3,3,2,"New Road",15,2003,0
"13010100405",1,13,1,1,8,88,4,5,1,2,"New Road",15,2003,0
"13010100405",1,13,1,1,8,88,4,5,2,2,"New School",16,2003,0
"13010100601",1,13,1,1,8,88,6,1,1,1,"Sharp Change in Prices",7,2002,90
"13010100601",1,13,1,1,8,88,6,1,1,2,"Improved Transportation Services",17,2001,0
"13010100704",1,13,1,1,8,88,7,4,1,1,"Crop Disease/Pests",3,2003,40
"13010100704",1,13,1,1,8,88,7,4,2,1,"Drought",1,2003,60
"13010100704",1,13,1,1,8,88,7,4,1,2,"New Road",15,2003,0
"13010100704",1,13,1,1,8,88,7,4,2,2,"New Health Facility",14,2002,0
"13010100704",1,13,1,1,8,88,7,4,3,2,"New Employment Oppurtunity",13,2002,0
"13010100704",1,13,1,1,8,88,7,4,4,2,"PSNP",19,2003,0
"13010100905",1,13,1,1,8,88,9,5,1,1,"Drought",1,2003,75
"13010100905",1,13,1,1,8,88,9,5,2,1,"Crop Disease/Pests",3,2003,60
"13010100905",1,13,1,1,8,88,9,5,1,2,"New Road",15,2003,0
"13010100905",1,13,1,1,8,88,9,5,2,2,"PSNP",19,2002,0
"13010100905",1,13,1,1,8,88,9,5,3,2,"New Employment Oppurtunity",13,2002,0
"13010100905",1,13,1,1,8,88,9,5,4,2,"New Health Facility",14,2003,0
"13010101103",1,13,1,1,8,88,11,3,1,1,"Crop Disease/Pests",3,2003,60
"13010101103",1,13,1,1,8,88,11,3,2,1,"Drought",1,2003,75
"13010101103",1,13,1,1,8,88,11,3,1,2,"Development Project",12,2004,0
"13010101103",1,13,1,1,8,88,11,3,2,2,"New Road",15,2003,0
"13010101103",1,13,1,1,8,88,11,3,3,2,"New Health Facility",14,2003,0
"13010101103",1,13,1,1,8,88,11,3,4,2,"Improved Electricity",18,2002,0
"13010101304",1,13,1,1,8,88,13,4,1,1,"Power Outage(s)",10,2002,80
"13010101304",1,13,1,1,8,88,13,4,2,1,"Crop Disease/Pests",3,2003,20
"13010101304",1,13,1,1,8,88,13,4,3,1,"Sharp Change in Prices",7,2002,60
"13010101304",1,13,1,1,8,88,13,4,1,2,"Improved Transportation Services",17,2001,70
"13010101304",1,13,1,1,8,88,13,4,2,2,"Improved Electricity",18,2002,80
"13010101405",1,13,1,1,8,88,14,5,1,1,"Sharp Change in Prices",7,2003,90
"13010101405",1,13,1,1,8,88,14,5,1,2,"PSNP",19,2003,0
"13010101405",1,13,1,1,8,88,14,5,2,2,"Improved Transportation Services",17,2002,0
"13010101603",1,13,1,1,8,88,16,3,1,1,"Drought",1,2003,50
"13010101603",1,13,1,1,8,88,16,3,1,2,"Development Project",12,1999,0
"15010200404",1,15,1,2,8,88,4,4,1,1,"Sharp Change in Prices",7,2002,90
"15010200404",1,15,1,2,8,88,4,4,2,1,"Drought",1,2004,100
"15010200404",1,15,1,2,8,88,4,4,1,2,"New School",16,2002,10
"15010200404",1,15,1,2,8,88,4,4,2,2,"Development Project",12,2002,50
"15010200404",1,15,1,2,8,88,4,4,3,2,"Improved Electricity",18,2002,0
"15010200704",1,15,1,2,8,88,7,4,1,1,"Drought",1,2000,30
"15010200704",1,15,1,2,8,88,7,4,2,1,"Crop Disease/Pests",3,2003,20
"15010200704",1,15,1,2,8,88,7,4,1,2,"Improved Electricity",18,2003,20
"15010201002",1,15,1,2,8,88,10,2,1,1,"Sharp Change in Prices",7,2004,70
"15010201002",1,15,1,2,8,88,10,2,2,1,"Crop Disease/Pests",3,2002,40
"15010201002",1,15,1,2,8,88,10,2,3,1,"Drought",1,2003,60
"15010201002",1,15,1,2,8,88,10,2,4,1,"Other Bad (Specify)",11,2003,50
"15010201002",1,15,1,2,8,88,10,2,1,2,"PSNP",19,2000,50
"15010201002",1,15,1,2,8,88,10,2,2,2,"Development Project",12,2004,75
"15010201002",1,15,1,2,8,88,10,2,3,2,"New Health Facility",14,2003,70
"15010201201",1,15,1,2,8,88,12,1,1,1,"Drought",1,2002,20
"15010201201",1,15,1,2,8,88,12,1,1,2,"Other Good (Specify)",20,2000,70
"15010201201",1,15,1,2,8,88,12,1,2,2,"PSNP",19,2001,30
"15010201401",1,15,1,2,8,88,14,1,1,1,"Drought",1,2000,70
"15010201401",1,15,1,2,8,88,14,1,2,1,"Flood",2,2000,50
"15010201401",1,15,1,2,8,88,14,1,3,1,"Sharp Change in Prices",7,2000,90
"15010201401",1,15,1,2,8,88,14,1,4,1,"Crop Disease/Pests",3,2002,90
"15010201401",1,15,1,2,8,88,14,1,1,2,"Development Project",12,2001,50
"15010201401",1,15,1,2,8,88,14,1,2,2,"PSNP",19,2002,30
"15010201605",1,15,1,2,8,88,16,5,1,1,"Drought",1,2000,85
"15010201605",1,15,1,2,8,88,16,5,2,1,"Sharp Change in Prices",7,2000,90
"15010201605",1,15,1,2,8,88,16,5,3,1,"Crop Disease/Pests",3,2004,70
"15010201605",1,15,1,2,8,88,16,5,1,2,"New School",16,2000,20
"15010201605",1,15,1,2,8,88,16,5,2,2,"Development Project",12,2001,20
"15010201605",1,15,1,2,8,88,16,5,3,2,"PSNP",19,2002,20
"15010201805",1,15,1,2,8,88,18,5,1,1,"Flood",2,2002,5
"15010201805",1,15,1,2,8,88,18,5,1,2,"PSNP",19,2000,44
"15010202404",1,15,1,2,8,88,24,4,1,1,"Drought",1,2003,85
"15010202404",1,15,1,2,8,88,24,4,2,1,"Livestock Disease",4,2003,30
"15010202404",1,15,1,2,8,88,24,4,1,2,"PSNP",19,1999,50
"15010202801",1,15,1,2,8,88,28,1,1,1,"Sharp Change in Prices",7,2001,80
"15010202801",1,15,1,2,8,88,28,1,1,2,"New Road",15,2002,100
"15010202801",1,15,1,2,8,88,28,1,2,2,"Development Project",12,2003,100
"15010202801",1,15,1,2,8,88,28,1,3,2,"PSNP",19,1999,30
"15010203102",1,15,1,2,8,88,31,2,1,1,"Flood",2,2002,10
"15010203102",1,15,1,2,8,88,31,2,1,2,"Development Project",12,2004,100
"15010203102",1,15,1,2,8,88,31,2,2,2,"PSNP",19,2003,48
