"individual_id","ea_id","rural","sa1q01","sa1q02","sa1q03","sa1q04","sa1q05","sa1q06","sa1q07","cs2q01","cs2q03","cs2q04","cs2q05_a","cs2q05_b","cs2q06","cs2q07"
"0418070110603","04180701106",1,4,18,7,8,88,11,6,3,2,22,6,,22,3
"0418070110604","04180701106",1,4,18,7,8,88,11,6,4,1,50,9,,50,4
"0418070110605","04180701106",1,4,18,7,8,88,11,6,5,1,39,5,9,12,4
"0418070110606","04180701106",1,4,18,7,8,88,11,6,6,1,53,3,2,53,3
"0418070110607","04180701106",1,4,18,7,8,88,11,6,7,1,31,2,,31,3
"0418070110608","04180701106",1,4,18,7,8,88,11,6,8,1,27,10,,27,3
"0418070110609","04180701106",1,4,18,7,8,88,11,6,9,1,25,10,8,25,3
"0419010010301","04190100103",1,4,19,1,8,88,1,3,1,1,33,1,,33,3
"0419010010302","04190100103",1,4,19,1,8,88,1,3,2,1,38,11,,38,4
"0419010010303","04190100103",1,4,19,1,8,88,1,3,3,1,50,4,,15,4
"0419010010304","04190100103",1,4,19,1,8,88,1,3,4,1,26,6,,3,4
"0419010010305","04190100103",1,4,19,1,8,88,1,3,5,2,23,7,,4,3
"0419010010306","04190100103",1,4,19,1,8,88,1,3,6,1,62,9,2,62,2
"0419010010307","04190100103",1,4,19,1,8,88,1,3,7,1,35,8,,35,3
"0419010010308","04190100103",1,4,19,1,8,88,1,3,8,1,27,5,,5,4
"0419010010309","04190100103",1,4,19,1,8,88,1,3,9,1,68,3,,68,1
"0419040010101","04190400101",1,4,19,4,8,88,1,1,1,1,37,1,,37,2
"0419040010102","04190400101",1,4,19,4,8,88,1,1,2,1,22,6,,3,4
"0419040010103","04190400101",1,4,19,4,8,88,1,1,3,1,29,4,11,5,4
"0419040010104","04190400101",1,4,19,4,8,88,1,1,4,1,24,11,,24,4
"0419040010105","04190400101",1,4,19,4,8,88,1,1,5,1,33,11,,33,2
"0419040010106","04190400101",1,4,19,4,8,88,1,1,6,2,23,7,,23,3
"0419040010107","04190400101",1,4,19,4,8,88,1,1,7,1,30,2,,30,2
"0419040010108","04190400101",1,4,19,4,8,88,1,1,8,1,35,11,,35,2
"0419040010109","04190400101",1,4,19,4,8,88,1,1,9,1,50,3,,50,1
"0419040010110","04190400101",1,4,19,4,8,88,1,1,10,1,26,2,,3,4
"0419080070401","04190800704",1,4,19,8,8,88,7,4,1,1,31,11,,31,4
"0419080070402","04190800704",1,4,19,8,8,88,7,4,2,1,27,4,,5,4
"0419080070403","04190800704",1,4,19,8,8,88,7,4,3,1,48,3,,48,2
"0419080070404","04190800704",1,4,19,8,8,88,7,4,4,1,38,11,,38,3
"0419080070405","04190800704",1,4,19,8,8,88,7,4,5,1,25,2,,20,3
"0419080070406","04190800704",1,4,19,8,8,88,7,4,6,2,23,7,,23,3
"0419080070407","04190800704",1,4,19,8,8,88,7,4,7,1,26,6,,2,4
"0501010090201","05010100902",1,5,1,1,8,88,9,2,1,1,57,1,,57,1
"0501010090202","05010100902",1,5,1,1,8,88,9,2,2,1,52,2,,52,1
"0501010090203","05010100902",1,5,1,1,8,88,9,2,3,1,49,3,,49,3
"0501010090204","05010100902",1,5,1,1,8,88,9,2,4,1,24,8,,24,3
"0501010090205","05010100902",1,5,1,1,8,88,9,2,5,1,27,8,,27,3
"0501010090206","05010100902",1,5,1,1,8,88,9,2,6,1,22,5,,22,4
"0501010090207","05010100902",1,5,1,1,8,88,9,2,7,1,33,4,,33,4
"0501010090208","05010100902",1,5,1,1,8,88,9,2,8,1,26,7,,4,4
"0501020010101","05010200101",0,5,1,2,1,0,1,1,1,1,51,1,,51,2
"0501020010102","05010200101",0,5,1,2,1,0,1,1,2,1,72,3,,72,2
"0501020010103","05010200101",0,5,1,2,1,0,1,1,3,2,51,2,,51,1
"0501020010104","05010200101",0,5,1,2,1,0,1,1,4,1,25,2,,25,4
"0501020010105","05010200101",0,5,1,2,1,0,1,1,5,1,34,5,,6,4
"0501020010106","05010200101",0,5,1,2,1,0,1,1,6,1,25,7,,2,4
"0501020010107","05010200101",0,5,1,2,1,0,1,1,7,1,43,9,,12,2
"0501020010108","05010200101",0,5,1,2,1,0,1,1,8,1,26,4,,6,4
"0501020010109","05010200101",0,5,1,2,1,0,1,1,9,2,48,2,,48,1
"0501020240101","05010202401",1,5,1,2,8,88,24,1,1,1,41,1,,41,3
"0501020240102","05010202401",1,5,1,2,8,88,24,1,2,1,25,4,,5,4
"0501020240103","05010202401",1,5,1,2,8,88,24,1,3,1,26,5,,2,4
"0501020240104","05010202401",1,5,1,2,8,88,24,1,4,1,42,10,,1,3
"0501020240105","05010202401",1,5,1,2,8,88,24,1,5,1,24,6,,1,4
"0501020240106","05010202401",1,5,1,2,8,88,24,1,6,2,18,7,,3,4
"0501020240107","05010202401",1,5,1,2,8,88,24,1,7,1,37,7,,7,4
"0501020240108","05010202401",1,5,1,2,8,88,24,1,8,1,22,11,,10,4
"0501030110101","05010301101",1,5,1,3,8,88,11,1,1,1,37,1,,37,1
"0501030110102","05010301101",1,5,1,3,8,88,11,1,2,1,55,11,,55,3
"0501030110103","05010301101",1,5,1,3,8,88,11,1,3,1,33,9,,2,3
"0501030110104","05010301101",1,5,1,3,8,88,11,1,4,1,31,6,,31,3
"0501030110105","05010301101",1,5,1,3,8,88,11,1,5,1,66,3,,40,1
"0501030110106","05010301101",1,5,1,3,8,88,11,1,6,1,44,5,,44,3
"0501040110201","05010401102",1,5,1,4,8,88,11,2,1,1,32,1,,25,3
"0501040110202","05010401102",1,5,1,4,8,88,11,2,2,1,40,1,,27,3
"0501040110203","05010401102",1,5,1,4,8,88,11,2,3,2,22,11,,1,4
"0501040110204","05010401102",1,5,1,4,8,88,11,2,4,1,41,2,,41,1
"0501040110205","05010401102",1,5,1,4,8,88,11,2,5,1,30,6,,6,4
"0501040110206","05010401102",1,5,1,4,8,88,11,2,6,1,58,3,,58,1
"0501040110207","05010401102",1,5,1,4,8,88,11,2,7,1,74,3,,74,2
"0501040110208","05010401102",1,5,1,4,8,88,11,2,8,1,40,3,,40,1
"0501040110209","05010401102",1,5,1,4,8,88,11,2,9,2,38,2,,38,2
"0501040110210","05010401102",1,5,1,4,8,88,11,2,10,1,45,8,3,45,2
"0501040110211","05010401102",1,5,1,4,8,88,11,2,11,1,45,2,,45,2
"0501040170101","05010401701",1,5,1,4,8,88,17,1,1,1,26,1,,26,2
"0501040170102","05010401701",1,5,1,4,8,88,17,1,2,1,35,11,,1,4
"0501040170103","05010401701",1,5,1,4,8,88,17,1,3,1,30,3,,30,1
"0501040170104","05010401701",1,5,1,4,8,88,17,1,4,1,21,2,,21,2
"0501040170105","05010401701",1,5,1,4,8,88,17,1,5,1,20,6,,4,4
"0501040170106","05010401701",1,5,1,4,8,88,17,1,6,2,34,2,,15,3
"0501040170107","05010401701",1,5,1,4,8,88,17,1,7,1,50,3,,50,1
"0501040170108","05010401701",1,5,1,4,8,88,17,1,8,1,26,8,,26,2
"0501040170109","05010401701",1,5,1,4,8,88,17,1,9,2,23,7,,1,4
"0502020010201","05020200102",0,5,2,2,8,88,1,2,1,1,34,1,,34,1
"0502020010202","05020200102",0,5,2,2,8,88,1,2,2,1,39,1,,39,2
"0502020010203","05020200102",0,5,2,2,8,88,1,2,3,1,35,1,,35,1
"0502020010204","05020200102",0,5,2,2,8,88,1,2,4,1,46,3,,46,1
"0502020010205","05020200102",0,5,2,2,8,88,1,2,5,1,48,3,,48,3
"0502020010206","05020200102",0,5,2,2,8,88,1,2,6,1,48,3,,48,4
"0502020010207","05020200102",0,5,2,2,8,88,1,2,7,1,37,3,,37,2
"0502020010208","05020200102",0,5,2,2,8,88,1,2,8,1,35,1,,28,3
"0502020010209","05020200102",0,5,2,2,8,88,1,2,9,1,50,3,,50,1
"0502020010210","05020200102",0,5,2,2,8,88,1,2,10,1,57,3,,57,1
"0502020010211","05020200102",0,5,2,2,8,88,1,2,11,1,22,1,,22,2
"0502020100101","05020201001",1,5,2,2,8,88,10,1,1,1,33,1,,33,1
"0502020100102","05020201001",1,5,2,2,8,88,10,1,2,1,32,2,,32,1
"0502020100103","05020201001",1,5,2,2,8,88,10,1,3,1,33,2,,33,2
"0502020100104","05020201001",1,5,2,2,8,88,10,1,4,1,37,3,,37,1
"0502020100105","05020201001",1,5,2,2,8,88,10,1,5,1,50,3,,50,1
"0502020100106","05020201001",1,5,2,2,8,88,10,1,6,1,50,3,,50,2
"0502020100107","05020201001",1,5,2,2,8,88,10,1,7,1,38,6,,0,4
"0502040890101","05020408901",1,5,2,4,8,88,89,1,1,1,50,1,,50,1
"0502040890102","05020408901",1,5,2,4,8,88,89,1,2,1,52,3,,52,1
"0502040890103","05020408901",1,5,2,4,8,88,89,1,3,1,62,3,,62,1
"0502040890104","05020408901",1,5,2,4,8,88,89,1,4,1,38,1,,38,2
"0502040890105","05020408901",1,5,2,4,8,88,89,1,5,1,39,3,,39,2
"0502041650201","05020416502",1,5,2,4,8,88,165,2,1,1,40,1,,40,1
"0502041650202","05020416502",1,5,2,4,8,88,165,2,2,1,28,1,,28,2
"0502041650203","05020416502",1,5,2,4,8,88,165,2,3,1,60,2,,60,1
"0502041650204","05020416502",1,5,2,4,8,88,165,2,4,1,27,2,,27,1
"0502041650205","05020416502",1,5,2,4,8,88,165,2,5,1,21,5,,21,4
"0502041650206","05020416502",1,5,2,4,8,88,165,2,6,1,80,3,,80,1
"0502041650207","05020416502",1,5,2,4,8,88,165,2,7,1,40,3,,40,1
"0502041650208","05020416502",1,5,2,4,8,88,165,2,8,1,60,3,,60,1
"0502041650209","05020416502",1,5,2,4,8,88,165,2,9,1,30,1,,30,1
"0502041650210","05020416502",1,5,2,4,8,88,165,2,10,1,40,3,,40,1
"0502060090101","05020600901",1,5,2,6,8,88,9,1,1,1,38,4,1,38,2
"0502060090102","05020600901",1,5,2,6,8,88,9,1,2,1,32,4,1,32,4
"0502060090103","05020600901",1,5,2,6,8,88,9,1,3,1,51,4,3,51,1
"0502060090104","05020600901",1,5,2,6,8,88,9,1,4,1,40,4,4,40,4
"0502060090105","05020600901",1,5,2,6,8,88,9,1,5,1,22,4,8,22,6
"0502060090106","05020600901",1,5,2,6,8,88,9,1,6,1,62,4,9,62,1
"0502060090107","05020600901",1,5,2,6,8,88,9,1,7,1,51,4,2,51,3
"0502060280101","05020602801",1,5,2,6,8,88,28,1,1,1,46,1,,46,2
"0502060280102","05020602801",1,5,2,6,8,88,28,1,2,1,55,3,,55,1
"0502060280103","05020602801",1,5,2,6,8,88,28,1,3,1,40,3,,40,2
"0502060280104","05020602801",1,5,2,6,8,88,28,1,4,1,41,3,,41,2
"0502060280105","05020602801",1,5,2,6,8,88,28,1,5,1,46,3,,46,1
"0502060380301","05020603803",1,5,2,6,8,88,38,3,1,1,60,1,,60,1
"0502060380302","05020603803",1,5,2,6,8,88,38,3,2,1,50,3,,50,2
"0502060380303","05020603803",1,5,2,6,8,88,38,3,3,1,35,3,,35,2
"0502060380304","05020603803",1,5,2,6,8,88,38,3,4,1,30,3,,30,1
"0502060380305","05020603803",1,5,2,6,8,88,38,3,5,1,31,3,,31,2
"0502070480101","05020704801",1,5,2,7,8,88,48,1,1,1,56,1,,50,2
"0502070480102","05020704801",1,5,2,7,8,88,48,1,2,1,76,3,,35,2
"0502070480103","05020704801",1,5,2,7,8,88,48,1,3,1,28,8,,26,2
"0502070480104","05020704801",1,5,2,7,8,88,48,1,4,1,64,9,,30,2
"0502070480105","05020704801",1,5,2,7,8,88,48,1,5,1,45,10,,40,2
"0502070480106","05020704801",1,5,2,7,8,88,48,1,6,1,39,11,,30,2
"0502070480107","05020704801",1,5,2,7,8,88,48,1,7,1,50,11,,50,1
"0502070480108","05020704801",1,5,2,7,8,88,48,1,8,1,45,11,,45,2
"0502070480109","05020704801",1,5,2,7,8,88,48,1,9,1,60,11,,60,2
"0502070480110","05020704801",1,5,2,7,8,88,48,1,10,1,32,11,,32,3
"0502070480111","05020704801",1,5,2,7,8,88,48,1,11,1,48,11,,48,2
"0502070920101","05020709201",1,5,2,7,8,88,92,1,1,1,41,1,,41,3
"0502070920102","05020709201",1,5,2,7,8,88,92,1,2,2,53,1,,53,3
"0502070920103","05020709201",1,5,2,7,8,88,92,1,3,1,38,3,,38,4
"0502070920104","05020709201",1,5,2,7,8,88,92,1,4,1,31,6,,31,4
"0502070920105","05020709201",1,5,2,7,8,88,92,1,5,1,35,7,,35,4
"0502070920106","05020709201",1,5,2,7,8,88,92,1,6,1,43,8,,43,3
"0502070920107","05020709201",1,5,2,7,8,88,92,1,7,1,42,9,,42,3
"0502070920108","05020709201",1,5,2,7,8,88,92,1,8,1,51,9,,51,3
"0509010090701","05090100907",1,5,9,1,8,88,9,7,1,1,27,4,,2,4
"0509010090702","05090100907",1,5,9,1,8,88,9,7,2,1,25,5,,10,4
"0509010090703","05090100907",1,5,9,1,8,88,9,7,3,2,24,7,2,3,4
"0509010090704","05090100907",1,5,9,1,8,88,9,7,4,1,40,6,2,15,4
"0509010090705","05090100907",1,5,9,1,8,88,9,7,5,1,60,3,,60,2
"0509010090706","05090100907",1,5,9,1,8,88,9,7,6,1,50,3,,50,3
"0509010090707","05090100907",1,5,9,1,8,88,9,7,7,2,35,2,,15,3
"0509010090708","05090100907",1,5,9,1,8,88,9,7,8,1,28,8,,3,4
"0509010090709","05090100907",1,5,9,1,8,88,9,7,9,1,25,11,,5,3
"0509010090710","05090100907",1,5,9,1,8,88,9,7,10,1,48,9,,25,3
"0509010280201","05090102802",1,5,9,1,8,88,28,2,1,1,34,11,,34,4
"0509010280202","05090102802",1,5,9,1,8,88,28,2,2,2,45,2,8,45,3
"0509010280203","05090102802",1,5,9,1,8,88,28,2,3,1,49,3,,49,1
"0509010280204","05090102802",1,5,9,1,8,88,28,2,4,1,22,4,11,19,4
"0509010280205","05090102802",1,5,9,1,8,88,28,2,5,2,25,5,,3,4
"0509010280206","05090102802",1,5,9,1,8,88,28,2,6,1,23,6,11,3,4
"0509010280207","05090102802",1,5,9,1,8,88,28,2,7,1,24,7,11,21,4
"0509010280208","05090102802",1,5,9,1,8,88,28,2,8,1,28,9,,28,2
"0509020120101","05090201201",1,5,9,2,8,88,12,1,1,1,57,1,,57,3
"0509020120102","05090201201",1,5,9,2,8,88,12,1,2,1,60,2,,60,3
"0509020120103","05090201201",1,5,9,2,8,88,12,1,3,1,37,7,,1,4
"0509020120104","05090201201",1,5,9,2,8,88,12,1,4,2,19,6,,1,4
"0509020120105","05090201201",1,5,9,2,8,88,12,1,5,2,45,2,,45,1
"0509020120106","05090201201",1,5,9,2,8,88,12,1,6,1,70,9,,70,3
"0509020120107","05090201201",1,5,9,2,8,88,12,1,7,1,82,3,,82,3
"0509020120108","05090201201",1,5,9,2,8,88,12,1,8,1,38,4,,38,4
"0509020120109","05090201201",1,5,9,2,8,88,12,1,9,1,27,8,,27,4
"0509020120110","05090201201",1,5,9,2,8,88,12,1,10,1,24,5,,24,4
"0509030200101","05090302001",1,5,9,3,8,88,20,1,1,1,60,1,,60,1
"0509030200102","05090302001",1,5,9,3,8,88,20,1,2,2,30,2,,30,2
"0509030200103","05090302001",1,5,9,3,8,88,20,1,3,1,65,3,,65,2
"0509030200104","05090302001",1,5,9,3,8,88,20,1,4,2,18,7,,0,4
"0509030200105","05090302001",1,5,9,3,8,88,20,1,5,1,52,9,,52,5
"0509030200106","05090302001",1,5,9,3,8,88,20,1,6,1,37,2,,37,2
"0509030260201","05090302602",1,5,9,3,8,88,26,2,1,1,60,1,,60,3
"0509030260202","05090302602",1,5,9,3,8,88,26,2,2,2,35,2,,25,5
"0509030260203","05090302602",1,5,9,3,8,88,26,2,3,1,65,3,,65,5
"0509030260204","05090302602",1,5,9,3,8,88,26,2,4,1,24,4,,24,4
"0509030260205","05090302602",1,5,9,3,8,88,26,2,5,1,22,5,,22,4
"0509030260206","05090302602",1,5,9,3,8,88,26,2,6,1,28,6,,1,4
"0509030260207","05090302602",1,5,9,3,8,88,26,2,7,1,25,7,,1,4
"0509030260208","05090302602",1,5,9,3,8,88,26,2,8,1,30,8,,26,3
"0509030260209","05090302602",1,5,9,3,8,88,26,2,9,1,61,9,,61,3
"0509030260210","05090302602",1,5,9,3,8,88,26,2,10,1,56,10,,56,3
"0509030340401","05090303404",1,5,9,3,8,88,34,4,1,1,35,1,,35,3
"0509030340402","05090303404",1,5,9,3,8,88,34,4,2,2,39,2,,39,1
"0509030340403","05090303404",1,5,9,3,8,88,34,4,3,1,29,2,,29,1
"0509030340404","05090303404",1,5,9,3,8,88,34,4,4,1,55,3,,23,2
"0509030340405","05090303404",1,5,9,3,8,88,34,4,5,1,36,4,,27,4
"0509030340406","05090303404",1,5,9,3,8,88,34,4,6,1,42,5,,27,4
"0509030340407","05090303404",1,5,9,3,8,88,34,4,7,1,25,7,,1,4
"0509030340408","05090303404",1,5,9,3,8,88,34,4,8,1,50,8,,50,1
"0509030340409","05090303404",1,5,9,3,8,88,34,4,9,1,65,9,,65,5
"0509030340410","05090303404",1,5,9,3,8,88,34,4,10,1,40,10,,10,1
"0509040010101","05090400101",0,5,9,4,4,1,1,1,1,1,35,1,,35,3
"0509040010102","05090400101",0,5,9,4,4,1,1,1,2,1,36,2,,20,3
"0509040010103","05090400101",0,5,9,4,4,1,1,1,3,2,60,2,,60,1
"0509040010104","05090400101",0,5,9,4,4,1,1,1,4,1,70,3,,70,1
"0509040010105","05090400101",0,5,9,4,4,1,1,1,5,2,28,7,,10,4
"0509040010106","05090400101",0,5,9,4,4,1,1,1,6,1,33,8,,33,3
"0509040010107","05090400101",0,5,9,4,4,1,1,1,7,1,40,9,,40,3
"0509040010108","05090400101",0,5,9,4,4,1,1,1,8,1,45,11,,45,3
"0509040010109","05090400101",0,5,9,4,4,1,1,1,9,1,60,11,,60,1
"0509040010110","05090400101",0,5,9,4,4,1,1,1,10,1,40,6,,25,4
"0509040010111","05090400101",0,5,9,4,4,1,1,1,11,1,34,11,1,34,3
"0509040030201","05090400302",1,5,9,4,8,88,3,2,1,1,62,1,,62,1
"0509040030202","05090400302",1,5,9,4,8,88,3,2,2,1,36,2,,25,2
"0509040030203","05090400302",1,5,9,4,8,88,3,2,3,1,50,3,,15,1
"0509040030204","05090400302",1,5,9,4,8,88,3,2,4,1,45,4,5,28,3
"0509040030205","05090400302",1,5,9,4,8,88,3,2,5,1,22,6,,0,4
"0509040030206","05090400302",1,5,9,4,8,88,3,2,6,2,15,7,,0,4
"0509040030207","05090400302",1,5,9,4,8,88,3,2,7,1,30,9,,20,1
"0602010080201","06020100802",1,6,2,1,8,88,8,2,1,1,35,1,2,30,3
"0602010080202","06020100802",1,6,2,1,8,88,8,2,2,1,50,10,,32,1
"0602010080203","06020100802",1,6,2,1,8,88,8,2,3,1,24,11,,24,4
"0602010080204","06020100802",1,6,2,1,8,88,8,2,4,2,23,7,,3,4
"0602010080205","06020100802",1,6,2,1,8,88,8,2,5,2,32,6,,2,4
"0602010080206","06020100802",1,6,2,1,8,88,8,2,6,2,22,7,,0,4
"0602010080207","06020100802",1,6,2,1,8,88,8,2,7,1,27,11,,1,4
"0602010080208","06020100802",1,6,2,1,8,88,8,2,8,1,42,3,,14,2
"0602040040201","06020400402",1,6,2,4,8,88,4,2,1,1,32,2,,30,3
"0602040040202","06020400402",1,6,2,4,8,88,4,2,2,1,34,10,,34,2
"0602040040203","06020400402",1,6,2,4,8,88,4,2,3,1,45,1,,4,2
"0602040040204","06020400402",1,6,2,4,8,88,4,2,4,2,36,7,,1,4
"0602040040205","06020400402",1,6,2,4,8,88,4,2,5,2,22,6,,2,4
"0602040040206","06020400402",1,6,2,4,8,88,4,2,6,1,43,3,,20,4
"0602070100201","06020701002",1,6,2,7,8,88,10,2,1,1,47,1,,29,2
"0602070100202","06020701002",1,6,2,7,8,88,10,2,2,1,64,3,,64,2
"0602070100203","06020701002",1,6,2,7,8,88,10,2,3,1,49,9,,9,4
"0602070100204","06020701002",1,6,2,7,8,88,10,2,4,1,29,6,,2,4
"0602070100205","06020701002",1,6,2,7,8,88,10,2,5,2,21,7,,2,4
"0602070100206","06020701002",1,6,2,7,8,88,10,2,6,2,23,2,,5,4
"0602070100207","06020701002",1,6,2,7,8,88,10,2,7,1,40,2,,40,2
"0602070100208","06020701002",1,6,2,7,8,88,10,2,8,1,25,10,,1,4
"0602070100209","06020701002",1,6,2,7,8,88,10,2,9,1,40,8,,35,1
"0603010030101","06030100301",1,6,3,1,8,88,3,1,1,1,42,1,,42,3
"0603010030102","06030100301",1,6,3,1,8,88,3,1,2,1,25,6,,1,4
"0603010030103","06030100301",1,6,3,1,8,88,3,1,3,1,30,3,,30,1
"0603010030104","06030100301",1,6,3,1,8,88,3,1,4,1,28,2,,28,1
"0603010030105","06030100301",1,6,3,1,8,88,3,1,5,1,21,10,,0,4
"0603010030106","06030100301",1,6,3,1,8,88,3,1,6,1,20,4,,11,4
"0603010030107","06030100301",1,6,3,1,8,88,3,1,7,1,42,8,,42,1
"0603030420201","06030304202",1,6,3,3,8,88,42,2,1,1,29,1,,27,4
"0603030420202","06030304202",1,6,3,3,8,88,42,2,2,1,38,1,,27,3
"0603030420203","06030304202",1,6,3,3,8,88,42,2,3,1,40,3,,27,3
"0603030420204","06030304202",1,6,3,3,8,88,42,2,4,1,31,4,,7,4
"0603030420205","06030304202",1,6,3,3,8,88,42,2,5,1,42,11,,27,2
"0603030420206","06030304202",1,6,3,3,8,88,42,2,6,1,40,11,,27,4
"0603030420207","06030304202",1,6,3,3,8,88,42,2,7,1,55,9,,27,2
"0603030420208","06030304202",1,6,3,3,8,88,42,2,8,1,28,6,,27,4
"0603030420209","06030304202",1,6,3,3,8,88,42,2,9,1,40,6,,27,3
"0603030420210","06030304202",1,6,3,3,8,88,42,2,10,1,57,3,,27,3
"0603030420211","06030304202",1,6,3,3,8,88,42,2,11,1,28,2,,27,3
"0603050010201","06030500102",0,6,3,5,1,1,1,2,1,1,23,11,,15,4
"0603050010202","06030500102",0,6,3,5,1,1,1,2,2,1,39,3,,4,4
"0603050010203","06030500102",0,6,3,5,1,1,1,2,3,2,26,6,,6,4
"0603050010204","06030500102",0,6,3,5,1,1,1,2,4,2,27,6,,20,4
"0603050010205","06030500102",0,6,3,5,1,1,1,2,5,1,20,10,,1,4
"0603050010206","06030500102",0,6,3,5,1,1,1,2,6,1,41,1,,10,5
"0603050300301","06030503003",1,6,3,5,8,88,30,3,1,1,26,1,,14,4
"0603050300302","06030503003",1,6,3,5,8,88,30,3,2,1,39,1,,28,2
"0603050300303","06030503003",1,6,3,5,8,88,30,3,3,2,20,6,,1,4
"0603050300304","06030503003",1,6,3,5,8,88,30,3,4,1,51,9,,31,1
"0603050300305","06030503003",1,6,3,5,8,88,30,3,5,1,38,3,,33,3
"0603050300306","06030503003",1,6,3,5,8,88,30,3,6,1,41,3,,27,2
"0603050300307","06030503003",1,6,3,5,8,88,30,3,7,1,36,10,,24,2
"0603050300308","06030503003",1,6,3,5,8,88,30,3,8,1,34,11,,25,2
"0603050300309","06030503003",1,6,3,5,8,88,30,3,9,1,25,2,,25,3
"0603050300310","06030503003",1,6,3,5,8,88,30,3,10,1,28,4,,1,4
"0604020080101","06040200801",1,6,4,2,8,88,8,1,1,1,32,1,,1,4
"0604020080102","06040200801",1,6,4,2,8,88,8,1,2,1,28,1,,28,3
"0604020080103","06040200801",1,6,4,2,8,88,8,1,3,1,30,10,,30,3
"0604020080104","06040200801",1,6,4,2,8,88,8,1,4,1,19,2,,19,3
"0604020080105","06040200801",1,6,4,2,8,88,8,1,5,1,45,3,,45,2
"0604020080106","06040200801",1,6,4,2,8,88,8,1,6,1,23,6,,1,4
"0604020080107","06040200801",1,6,4,2,8,88,8,1,7,1,23,6,,1,4
"0604020080108","06040200801",1,6,4,2,8,88,8,1,8,2,17,7,,17,3
"0604020080109","06040200801",1,6,4,2,8,88,8,1,9,1,20,5,,20,4
"0604050020301","06040500203",1,6,4,5,8,88,2,3,1,1,23,1,,23,3
"0604050020302","06040500203",1,6,4,5,8,88,2,3,2,1,30,11,,30,2
"0604050020303","06040500203",1,6,4,5,8,88,2,3,3,2,24,7,,24,3
"0604050020304","06040500203",1,6,4,5,8,88,2,3,4,1,34,2,,30,3
"0604050020305","06040500203",1,6,4,5,8,88,2,3,5,1,53,2,,40,1
"0604050020306","06040500203",1,6,4,5,8,88,2,3,6,1,23,11,,20,4
"0606080040201","06060800402",1,6,6,8,8,88,4,2,1,1,25,1,,25,1
"0606080040202","06060800402",1,6,6,8,8,88,4,2,2,1,30,4,,8,4
"0606080040203","06060800402",1,6,6,8,8,88,4,2,3,2,19,7,,2,4
"0606080040204","06060800402",1,6,6,8,8,88,4,2,4,1,23,5,,4,4
"0606080040205","06060800402",1,6,6,8,8,88,4,2,5,1,27,9,,27,1
"0606080040206","06060800402",1,6,6,8,8,88,4,2,6,1,67,9,,6,1
"0606080040207","06060800402",1,6,6,8,8,88,4,2,7,1,42,3,,42,1
"0606080040208","06060800402",1,6,6,8,8,88,4,2,8,1,60,3,,60,1
"0606080040209","06060800402",1,6,6,8,8,88,4,2,9,1,60,3,,60,1
"0606080140101","06060801401",1,6,6,8,8,88,14,1,1,1,54,1,,32,2
"0606080140102","06060801401",1,6,6,8,8,88,14,1,2,1,50,3,,50,2
"0606080140103","06060801401",1,6,6,8,8,88,14,1,3,1,24,6,,3,4
"0606080140104","06060801401",1,6,6,8,8,88,14,1,4,1,22,1,,22,4
"0606080140105","06060801401",1,6,6,8,8,88,14,1,5,1,45,1,,32,2
"0606080140106","06060801401",1,6,6,8,8,88,14,1,6,2,25,7,,6,4
"0606080140107","06060801401",1,6,6,8,8,88,14,1,7,1,24,4,,3,4
"0606080140108","06060801401",1,6,6,8,8,88,14,1,8,1,40,1,,40,2
"0606080140109","06060801401",1,6,6,8,8,88,14,1,9,1,36,1,,13,2
"0606080140110","06060801401",1,6,6,8,8,88,14,1,10,1,33,1,,33,2
"0606080140111","06060801401",1,6,6,8,8,88,14,1,11,1,62,9,,8,2
"0701030040401","07010300404",1,7,1,3,8,88,4,4,1,1,50,1,,50,3
"0701030040402","07010300404",1,7,1,3,8,88,4,4,2,1,22,2,,22,4
"0701030040403","07010300404",1,7,1,3,8,88,4,4,3,1,35,4,,30,4
"0701030040404","07010300404",1,7,1,3,8,88,4,4,4,1,40,3,,40,2
"0701030040405","07010300404",1,7,1,3,8,88,4,4,5,2,35,2,,35,4
"0701030040406","07010300404",1,7,1,3,8,88,4,4,6,1,29,6,,29,4
"0701030040407","07010300404",1,7,1,3,8,88,4,4,7,1,40,3,,40,3
"0701030040408","07010300404",1,7,1,3,8,88,4,4,8,1,30,6,,30,4
"0701030040409","07010300404",1,7,1,3,8,88,4,4,9,2,25,11,,25,4
"0701050250201","07010502502",1,7,1,5,8,88,25,2,1,2,23,11,,23,4
"0701050250202","07010502502",1,7,1,5,8,88,25,2,2,1,44,11,,44,2
"0701050250203","07010502502",1,7,1,5,8,88,25,2,3,2,20,7,,20,5
"0701050250204","07010502502",1,7,1,5,8,88,25,2,4,1,25,4,,3,4
"0701050250205","07010502502",1,7,1,5,8,88,25,2,5,1,27,9,,27,2
"0701050250206","07010502502",1,7,1,5,8,88,25,2,6,2,48,2,,48,1
"0701050250207","07010502502",1,7,1,5,8,88,25,2,7,1,56,3,,56,2
"0701080070101","07010800701",1,7,1,8,8,88,7,1,1,1,36,1,,36,4
"0701080070102","07010800701",1,7,1,8,8,88,7,1,2,2,32,2,,21,3
"0701080070103","07010800701",1,7,1,8,8,88,7,1,3,1,42,3,,42,2
"0701080070104","07010800701",1,7,1,8,8,88,7,1,4,2,30,4,,30,4
"0701080070105","07010800701",1,7,1,8,8,88,7,1,5,1,24,5,,24,4
