"holder_id","household_id","ea_id","rural","pw","parcel_id","field_id","saq01","saq02","saq03","saq04","saq05","saq06","pp_saq07","crop_name","crop_code","pp_s5q01","pp_s5q02","pp_s5q03","pp_s5q04_a","pp_s5q04_b","pp_s5q05_a","pp_s5q05_b","pp_s5q06","pp_s5q07","pp_s5q08","pp_s5q09","pp_s5q10","pp_s5q11","pp_s5q12_a","pp_s5q12_b","pp_s5q13","pp_s5q14_a","pp_s5q14_b","pp_s5q15_a","pp_s5q15_b","pp_s5q16","pp_s5q17","pp_s5q18_a","pp_s5q18_b","pp_s5q19_a","pp_s5q19_b"
"0101030010613601","01010300106136","01010300106",0,768.159851074219,2,1,1,1,3,1,6,136,1,"GESHO",75,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0101030010613601","01010300106136","01010300106",0,768.159851074219,2,2,1,1,3,1,6,136,1,"TEFF",7,1,3,2,,,,,,,,,,,,,2,,,,,,1,6,40,6,40
"0101030010613601","01010300106136","01010300106",0,768.159851074219,2,3,1,1,3,1,6,136,1,"MILLET",3,1,3,2,,,,,,,,,,,,,2,,,,,,1,3,90,3,90
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,1,5,1,1,3,18,4,4,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,8,880,8,880
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,1,6,1,1,3,18,4,4,1,"RED PEPPER",38,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,1,7,1,1,3,18,4,4,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,0,740,0,740
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,1,8,1,1,3,18,4,4,1,"HORSE BEANS",13,1,3,2,,,,,,,,,,,,,2,,,,,,1,2,580,2,580
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,1,9,1,1,3,18,4,4,1,"TEFF",7,1,3,2,,,,,,,,,,,,,2,,,,,,1,0,900,0,900
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,1,10,1,1,3,18,4,4,1,"MILLET",3,1,3,2,,,,,,,,,,,,,2,,,,,,1,4,440,4,440
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,1,11,1,1,3,18,4,4,1,"TEFF",7,1,3,2,,,,,,,,,,,,,2,,,,,,1,7,200,7,200
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,2,1,1,1,3,18,4,4,1,"MILLET",3,1,3,2,,,,,,,,,,,,,2,,,,,,1,2,960,2,960
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,2,2,1,1,3,18,4,4,1,"MILLET",3,1,3,2,,,,,,,,,,,,,2,,,,,,1,2,960,2,960
"0101030180401901","01010301804019","01010301804",1,3901.22436523438,1,3,1,1,3,18,4,19,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,8,880,8,880
"0101030180401901","01010301804019","01010301804",1,3901.22436523438,1,4,1,1,3,18,4,19,1,"RED PEPPER",38,1,3,2,,,,,,,,,,,,,2,,,,,,1,,,,
"0101030180401901","01010301804019","01010301804",1,3901.22436523438,1,5,1,1,3,18,4,19,1,"GESHO",75,2,4,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0101030180401901","01010301804019","01010301804",1,3901.22436523438,2,1,1,1,3,18,4,19,1,"TEFF",7,1,3,2,,,,,,,,,,,,,2,,,,,,1,14,600,14,600
"0101030180401901","01010301804019","01010301804",1,3901.22436523438,3,1,1,1,3,18,4,19,1,"MILLET",3,1,3,2,,,,,,,,,,,,,2,,,,,,1,5,920,5,920
"0101030180403401","01010301804034","01010301804",1,3901.22436523438,1,2,1,1,3,18,4,34,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,4,440,4,440
"0101030180403401","01010301804034","01010301804",1,3901.22436523438,1,3,1,1,3,18,4,34,1,"RED PEPPER",38,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0101030180403401","01010301804034","01010301804",1,3901.22436523438,1,4,1,1,3,18,4,34,1,"HARICOT BEANS",12,1,3,2,,,,,,,,,,,,,2,,,,,,1,0,850,0,850
"0101030180403401","01010301804034","01010301804",1,3901.22436523438,1,5,1,1,3,18,4,34,1,"TEFF",7,1,3,2,,,,,,,,,,,,,2,,,,,,1,3,600,3,600
"0101030180403401","01010301804034","01010301804",1,3901.22436523438,1,6,1,1,3,18,4,34,1,"MILLET",3,1,3,2,,,,,,,,,,,,,2,,,,,,1,4,440,4,440
"0101030180403401","01010301804034","01010301804",1,3901.22436523438,2,1,1,1,3,18,4,34,1,"TEFF",7,1,3,2,,,,,,,,,,,,,2,,,,,,1,8,800,10,800
"0101030180404901","01010301804049","01010301804",1,3901.22436523438,1,4,1,1,3,18,4,49,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,7,400,7,400
"0101030180404901","01010301804049","01010301804",1,3901.22436523438,1,5,1,1,3,18,4,49,1,"RED PEPPER",38,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0101030180404901","01010301804049","01010301804",1,3901.22436523438,1,6,1,1,3,18,4,49,1,"HORSE BEANS",13,1,3,2,,,,,,,,,,,,,2,,,,,,1,0,860,0,860
"0101030180404901","01010301804049","01010301804",1,3901.22436523438,2,1,1,1,3,18,4,49,1,"MILLET",3,1,3,2,,,,,,,,,,,,,2,,,,,,1,2,220,2,220
"0101030180404901","01010301804049","01010301804",1,3901.22436523438,3,1,1,1,3,18,4,49,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,1,480,1,480
"0101030180406901","01010301804069","01010301804",1,3901.22436523438,1,3,1,1,3,18,4,69,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,5,920,5,920
"0101030180406901","01010301804069","01010301804",1,3901.22436523438,1,4,1,1,3,18,4,69,1,"MILLET",3,1,3,2,,,,,,,,,,,,,2,,,,,,1,1,480,1,480
"0101030180406901","01010301804069","01010301804",1,3901.22436523438,1,5,1,1,3,18,4,69,1,"HORSE BEANS",13,1,3,2,,,,,,,,,,,,,2,,,,,,1,2,580,2,580
"0101030180406901","01010301804069","01010301804",1,3901.22436523438,1,6,1,1,3,18,4,69,1,"RED PEPPER",38,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0101030180406901","01010301804069","01010301804",1,3901.22436523438,2,1,1,1,3,18,4,69,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,5,920,5,920
"0101030180408501","01010301804085","01010301804",1,3901.22436523438,1,3,1,1,3,18,4,85,1,"RED PEPPER",38,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0101030180408501","01010301804085","01010301804",1,3901.22436523438,1,4,1,1,3,18,4,85,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,5,920,5,920
"0101030180408501","01010301804085","01010301804",1,3901.22436523438,1,6,1,1,3,18,4,85,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,5,920,5,920
"0101030180408501","01010301804085","01010301804",1,3901.22436523438,1,7,1,1,3,18,4,85,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,5,920,5,920
"0101030180408501","01010301804085","01010301804",1,3901.22436523438,2,1,1,1,3,18,4,85,1,"MILLET",3,1,3,2,,,,,,,,,,,,,2,,,,,,1,5,180,5,180
"0101030180408501","01010301804085","01010301804",1,3901.22436523438,3,1,1,1,3,18,4,85,1,"TEFF",7,1,3,2,,,,,,,,,,,,,2,,,,,,1,10,800,10,800
"0101030180410001","01010301804100","01010301804",1,3901.22436523438,1,4,1,1,3,18,4,100,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,8,880,8,880
"0101030180410001","01010301804100","01010301804",1,3901.22436523438,1,5,1,1,3,18,4,100,1,"RED PEPPER",38,1,3,2,,,,,,,,,,,,,2,,,,,,1,,,,
"0101030180410001","01010301804100","01010301804",1,3901.22436523438,2,1,1,1,3,18,4,100,1,"MILLET",3,1,3,2,,,,,,,,,,,,,2,,,,,,1,3,700,3,700
"0101030180410001","01010301804100","01010301804",1,3901.22436523438,2,2,1,1,3,18,4,100,1,"HORSE BEANS",13,1,3,2,,,,,,,,,,,,,2,,,,,,1,2,580,2,580
"0101030180411501","01010301804115","01010301804",1,3901.22436523438,1,4,1,1,3,18,4,115,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,4,440,4,440
"0101030180411501","01010301804115","01010301804",1,3901.22436523438,1,6,1,1,3,18,4,115,1,"RED PEPPER",38,1,3,2,,,,,,,,,,,,,2,,,,,,1,,,,
"0101030180411501","01010301804115","01010301804",1,3901.22436523438,1,7,1,1,3,18,4,115,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,2,220,2,220
"0101030180411501","01010301804115","01010301804",1,3901.22436523438,1,10,1,1,3,18,4,115,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,,740,,740
"0101030180411501","01010301804115","01010301804",1,3901.22436523438,1,11,1,1,3,18,4,115,1,"HORSE BEANS",13,1,3,2,,,,,,,,,,,,,2,,,,,,1,2,580,2,580
"0101030180411501","01010301804115","01010301804",1,3901.22436523438,1,12,1,1,3,18,4,115,1,"TEFF",7,1,3,2,,,,,,,,,,,,,2,,,,,,1,2,700,2,700
"0101030180411501","01010301804115","01010301804",1,3901.22436523438,1,13,1,1,3,18,4,115,1,"MILLET",3,1,3,2,,,,,,,,,,,,,2,,,,,,1,2,220,2,220
"0101030180411501","01010301804115","01010301804",1,3901.22436523438,2,1,1,1,3,18,4,115,1,"HORSE BEANS",13,1,3,2,,,,,,,,,,,,,2,,,,,,1,3,440,3,440
"0101030180413001","01010301804130","01010301804",1,3901.22436523438,1,4,1,1,3,18,4,130,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,17,760,17,760
"0101030180413001","01010301804130","01010301804",1,3901.22436523438,1,5,1,1,3,18,4,130,1,"RED PEPPER",38,1,3,2,,,,,,,,,,,,,2,,,,,,1,,,,
"0101030180413001","01010301804130","01010301804",1,3901.22436523438,1,6,1,1,3,18,4,130,1,"HORSE BEANS",13,1,3,2,,,,,,,,,,,,,2,,,,,,1,5,160,5,160
"0101030180413001","01010301804130","01010301804",1,3901.22436523438,1,7,1,1,3,18,4,130,1,"MILLET",3,1,3,2,,,,,,,,,,,,,2,,,,,,1,5,180,5,180
"0101030180413001","01010301804130","01010301804",1,3901.22436523438,1,8,1,1,3,18,4,130,1,"NUEG",25,1,3,2,,,,,,,,,,,,,2,,,,,,1,1,700,1,700
"0101030180413001","01010301804130","01010301804",1,3901.22436523438,1,9,1,1,3,18,4,130,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,1,110,1,110
"0101030180413001","01010301804130","01010301804",1,3901.22436523438,1,10,1,1,3,18,4,130,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,0,740,0,740
"0101030180413001","01010301804130","01010301804",1,3901.22436523438,1,11,1,1,3,18,4,130,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,2,220,2,220
"0101030180413001","01010301804130","01010301804",1,3901.22436523438,2,1,1,1,3,18,4,130,1,"TEFF",7,1,3,2,,,,,,,,,,,,,2,,,,,,1,7,200,7,200
"0101030180414501","01010301804145","01010301804",1,3901.22436523438,1,4,1,1,3,18,4,145,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,14,800,14,800
"0101030180414501","01010301804145","01010301804",1,3901.22436523438,1,5,1,1,3,18,4,145,1,"RED PEPPER",38,1,3,2,,,,,,,,,,,,,2,,,,,,1,,,,
"0101030180414501","01010301804145","01010301804",1,3901.22436523438,1,6,1,1,3,18,4,145,1,"HORSE BEANS",13,1,3,2,,,,,,,,,,,,,2,,,,,,1,2,580,2,580
"0101030180414501","01010301804145","01010301804",1,3901.22436523438,2,1,1,1,3,18,4,145,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,3,700,3,700
"0101030180414501","01010301804145","01010301804",1,3901.22436523438,2,2,1,1,3,18,4,145,1,"TEFF",7,1,3,2,,,,,,,,,,,,,2,,,,,,1,7,200,7,200
"0101030180414501","01010301804145","01010301804",1,3901.22436523438,3,1,1,1,3,18,4,145,1,"MILLET",3,1,3,2,,,,,,,,,,,,,2,,,,,,1,8,880,8,880
"0101030180414501","01010301804145","01010301804",1,3901.22436523438,4,1,1,1,3,18,4,145,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,1,7,200,7,200
"0101030180414501","01010301804145","01010301804",1,3901.22436523438,5,1,1,1,3,18,4,145,1,"TEFF",7,1,3,2,,,,,,,,,,,,,2,,,,,,1,14,400,14,400
"0101050020400101","01010500204001","01010500204",1,3071.13232421875,1,1,1,1,5,2,4,1,1,"OTHER LAND",99,,,,,,,,,,,,,,,,,,,,,,,,,,
"0101050020400101","01010500204001","01010500204",1,3071.13232421875,1,2,1,1,5,2,4,1,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,0,700,0,700
"0101050020400101","01010500204001","01010500204",1,3071.13232421875,1,3,1,1,5,2,4,1,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,1,1,890,1,890
"0101050020400101","01010500204001","01010500204",1,3071.13232421875,1,4,1,1,5,2,4,1,1,"TEMPORARY GR",86,,,,,,,,,,,,,,,,,,,,,,,,,,
"0101050020400101","01010500204001","01010500204",1,3071.13232421875,1,5,1,1,5,2,4,1,1,"RED PEPPER",38,1,3,2,,,,,,,,,,,,,2,,,,,,1,,,,
"0101050020400101","01010500204001","01010500204",1,3071.13232421875,1,6,1,1,5,2,4,1,1,"OTHER LAND",99,,,,,,,,,,,,,,,,,,,,,,,,,,
"0101050020400101","01010500204001","01010500204",1,3071.13232421875,2,1,1,1,5,2,4,1,1,"SESAME",27,2,4,1,"N03",,2,0,1,0,30,1,,,,,2,,,,,,2,,,2,0
"0101050020400101","01010500204001","01010500204",1,3071.13232421875,3,1,1,1,5,2,4,1,1,"MILLET",3,1,3,2,,,,,,,,,,,,,2,,,,,,1,12,750,12,750
"0101050020400101","01010500204001","01010500204",1,3071.13232421875,4,1,1,1,5,2,4,1,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,1,23,250,23,250
"0101050020402501","01010500204025","01010500204",1,3071.13232421875,1,2,1,1,5,2,4,25,1,"MAIZE",2,1,1,2,,,,,,,,,,,,,2,,,,,,1,2,0,2,0
"0101050020402501","01010500204025","01010500204",1,3071.13232421875,1,3,1,1,5,2,4,25,1,"SORGHUM",6,1,1,2,,,,,,,,,,,,,2,,,,,,1,9,750,9,750
"0101050020402501","01010500204025","01010500204",1,3071.13232421875,2,1,1,1,5,2,4,25,1,"MILLET",3,1,1,2,,,,,,,,,,,,,2,,,,,,1,14,250,14,250
"0101050020402501","01010500204025","01010500204",1,3071.13232421875,3,1,1,1,5,2,4,25,1,"SORGHUM",6,1,1,2,,,,,,,,,,,,,2,,,,,,1,3,850,3,850
"0101050020402501","01010500204025","01010500204",1,3071.13232421875,3,2,1,1,5,2,4,25,1,"SESAME",27,1,1,2,,,,,,,,,,,,,2,,,,,,1,10,560,10,560
"0101050020404901","01010500204049","01010500204",1,3071.13232421875,1,2,1,1,5,2,4,49,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,1,500,1,500
"0101050020404901","01010500204049","01010500204",1,3071.13232421875,1,3,1,1,5,2,4,49,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,1,16,220,16,220
"0101050020404901","01010500204049","01010500204",1,3071.13232421875,1,4,1,1,5,2,4,49,1,"MILLET",3,1,3,2,,,,,,,,,,,,,2,,,,,,1,3,800,3,800
"0101050020404901","01010500204049","01010500204",1,3071.13232421875,1,5,1,1,5,2,4,49,1,"SESAME",27,1,1,2,,,,,,,,,,,,,2,,,,,,1,3,250,3,250
"0101050020404901","01010500204049","01010500204",1,3071.13232421875,1,8,1,1,5,2,4,49,1,"RED PEPPER",38,1,3,2,,,,,,,,,,,,,2,,,,,,1,,,,
"0101050020404901","01010500204049","01010500204",1,3071.13232421875,2,1,1,1,5,2,4,49,1,"MILLET",3,1,3,2,,,,,,,,,,,,,2,,,,,,1,23,250,23,250
"0101050020404901","01010500204049","01010500204",1,3071.13232421875,2,2,1,1,5,2,4,49,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,1,14,750,14,750
"0101050020407301","01010500204073","01010500204",1,3071.13232421875,1,1,1,1,5,2,4,73,1,"OTHER LAND",99,,,,,,,,,,,,,,,,,,,,,,,,,,
"0101050020407301","01010500204073","01010500204",1,3071.13232421875,1,2,1,1,5,2,4,73,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,0,400,0,400
"0101050020407301","01010500204073","01010500204",1,3071.13232421875,1,3,1,1,5,2,4,73,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,1,2,860,2,860
"0101050020407301","01010500204073","01010500204",1,3071.13232421875,1,4,1,1,5,2,4,73,1,"MILLET",3,1,3,2,,,,,,,,,,,,,2,,,,,,1,18,25,18,25
"0101050020407301","01010500204073","01010500204",1,3071.13232421875,1,5,1,1,5,2,4,73,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,1,6,500,3,500
"0101050020407301","01010500204073","01010500204",1,3071.13232421875,1,6,1,1,5,2,4,73,1,"OTHER LAND",99,,,,,,,,,,,,,,,,,,,,,,,,,,
"0101050020407301","01010500204073","01010500204",1,3071.13232421875,1,7,1,1,5,2,4,73,1,"TEMPORARY GR",86,,,,,,,,,,,,,,,,,,,,,,,,,,
"0101050020407301","01010500204073","01010500204",1,3071.13232421875,1,8,1,1,5,2,4,73,1,"RED PEPPER",38,1,3,2,,,,,,,,,,,,,2,,,,,,1,,,,
"0101050020407301","01010500204073","01010500204",1,3071.13232421875,1,9,1,1,5,2,4,73,1,"TEMPORARY GR",86,,,,,,,,,,,,,,,,,,,,,,,,,,
"0101050020407301","01010500204073","01010500204",1,3071.13232421875,2,1,1,1,5,2,4,73,1,"SESAME",27,1,3,2,,,,,,,,,,,,,2,,,,,,1,2,186,2,186
"0101050020409701","01010500204097","01010500204",1,3071.13232421875,1,1,1,1,5,2,4,97,1,"OTHER LAND",99,,,,,,,,,,,,,,,,,,,,,,,,,,
"0101050020409701","01010500204097","01010500204",1,3071.13232421875,2,1,1,1,5,2,4,97,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,2,250,2,250
"0101050020409701","01010500204097","01010500204",1,3071.13232421875,2,2,1,1,5,2,4,97,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,1,13,200,14,200
"0101050020409701","01010500204097","01010500204",1,3071.13232421875,2,3,1,1,5,2,4,97,1,"MILLET",3,1,3,2,,,,,,,,,,,,,2,,,,,,1,5,800,5,800
"0101050020409701","01010500204097","01010500204",1,3071.13232421875,2,4,1,1,5,2,4,97,1,"SESAME",27,1,3,2,,,,,,,,,,,,,2,,,,,,1,2,276,2,276
"0101050020409701","01010500204097","01010500204",1,3071.13232421875,2,5,1,1,5,2,4,97,1,"RED PEPPER",38,1,3,2,,,,,,,,,,,,,2,,,,,,1,,,,
"0101050020409701","01010500204097","01010500204",1,3071.13232421875,2,6,1,1,5,2,4,97,1,"OTHER LAND",99,,,,,,,,,,,,,,,,,,,,,,,,,,
"0101050020409701","01010500204097","01010500204",1,3071.13232421875,3,1,1,1,5,2,4,97,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,1,15,368,15,368
"0101050020409701","01010500204097","01010500204",1,3071.13232421875,3,2,1,1,5,2,4,97,1,"SESAME",27,1,3,2,,,,,,,,,,,,,2,,,,,,1,7,150,8,150
"0101050020412101","01010500204121","01010500204",1,3071.13232421875,1,1,1,1,5,2,4,121,1,"OTHER LAND",99,,,,,,,,,,,,,,,,,,,,,,,,,,
"0101050020412101","01010500204121","01010500204",1,3071.13232421875,1,2,1,1,5,2,4,121,1,"MAIZE",2,1,1,2,,,,,,,,,,,,,2,,,,,,1,3,0,3,0
"0101050020412101","01010500204121","01010500204",1,3071.13232421875,1,3,1,1,5,2,4,121,1,"SORGHUM",6,1,1,2,,,,,,,,,,,,,2,,,,,,1,15,0,15,0
"0101050020412101","01010500204121","01010500204",1,3071.13232421875,1,4,1,1,5,2,4,121,1,"MILLET",3,1,1,2,,,,,,,,,,,,,2,,,,,,1,21,600,21,600
"0101050020412101","01010500204121","01010500204",1,3071.13232421875,1,5,1,1,5,2,4,121,1,"SESAME",27,1,1,1,"N03",,8,25,1,0,110,1,,,,,2,,,,,,2,,,2,300
"0101050020412101","01010500204121","01010500204",1,3071.13232421875,1,6,1,1,5,2,4,121,1,"OTHER LAND",99,,,,,,,,,,,,,,,,,,,,,,,,,,
"0101050020412101","01010500204121","01010500204",1,3071.13232421875,1,7,1,1,5,2,4,121,1,"RED PEPPER",38,1,1,2,,,,,,,,,,,,,2,,,,,,1,,,,
"0101050020412101","01010500204121","01010500204",1,3071.13232421875,1,8,1,1,5,2,4,121,1,"TEMPORARY GR",86,,,,,,,,,,,,,,,,,,,,,,,,,,
"0101050020412101","01010500204121","01010500204",1,3071.13232421875,1,9,1,1,5,2,4,121,1,"ONION",58,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,200,
"0101050020412101","01010500204121","01010500204",1,3071.13232421875,2,1,1,1,5,2,4,121,1,"SORGHUM",6,1,1,2,,,,,,,,,,,,,2,,,,,,1,5,260,5,260
"0101050020414501","01010500204145","01010500204",1,3071.13232421875,1,1,1,1,5,2,4,145,1,"OTHER LAND",99,,,,,,,,,,,,,,,,,,,,,,,,,,
"0101050020414501","01010500204145","01010500204",1,3071.13232421875,2,1,1,1,5,2,4,145,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,4,500,4,500
"0101050020414501","01010500204145","01010500204",1,3071.13232421875,2,2,1,1,5,2,4,145,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,1,11,880,11,880
"0101050020414501","01010500204145","01010500204",1,3071.13232421875,2,3,1,1,5,2,4,145,1,"MILLET",3,1,3,2,,,,,,,,,,,,,2,,,,,,1,12,240,12,240
"0101050020414501","01010500204145","01010500204",1,3071.13232421875,2,4,1,1,5,2,4,145,1,"SESAME",27,1,3,2,,,,,,,,,,,,,2,,,,,,1,2,250,2,250
"0101050020414501","01010500204145","01010500204",1,3071.13232421875,2,5,1,1,5,2,4,145,1,"TEMPORARY GR",86,,,,,,,,,,,,,,,,,,,,,,,,,,
"0101050020414501","01010500204145","01010500204",1,3071.13232421875,2,6,1,1,5,2,4,145,1,"OTHER LAND",99,,,,,,,,,,,,,,,,,,,,,,,,,,
"0101050020416901","01010500204169","01010500204",1,3071.13232421875,1,1,1,1,5,2,4,169,1,"OTHER LAND",99,,,,,,,,,,,,,,,,,,,,,,,,,,
"0101050020416901","01010500204169","01010500204",1,3071.13232421875,2,1,1,1,5,2,4,169,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,1,17,900,17,900
"0101050020416901","01010500204169","01010500204",1,3071.13232421875,2,2,1,1,5,2,4,169,1,"MILLET",3,1,3,2,,,,,,,,,,,,,2,,,,,,1,10,840,10,840
"0101050020419301","01010500204193","01010500204",1,3071.13232421875,1,1,1,1,5,2,4,193,1,"OTHER LAND",99,,,,,,,,,,,,,,,,,,,,,,,,,,
"0101050020419301","01010500204193","01010500204",1,3071.13232421875,1,2,1,1,5,2,4,193,1,"MAIZE",2,1,1,2,,,,,,,,,,,,,2,,,,,,1,1,500,1,500
"0101050020419301","01010500204193","01010500204",1,3071.13232421875,1,3,1,1,5,2,4,193,1,"SORGHUM",6,1,1,2,,,,,,,,,,,,,2,,,,,,1,7,90,7,90
"0101050020419301","01010500204193","01010500204",1,3071.13232421875,1,4,1,1,5,2,4,193,1,"RED PEPPER",38,1,1,2,,,,,,,,,,,,,2,,,,,,1,,,,
"0101050020419301","01010500204193","01010500204",1,3071.13232421875,1,5,1,1,5,2,4,193,1,"OTHER LAND",99,,,,,,,,,,,,,,,,,,,,,,,,,,
"0101050020419301","01010500204193","01010500204",1,3071.13232421875,2,1,1,1,5,2,4,193,1,"MILLET",3,1,1,2,,,,,,,,,,,,,2,,,,,,1,2,500,2,500
"0101050020419301","01010500204193","01010500204",1,3071.13232421875,3,1,1,1,5,2,4,193,1,"SESAME",27,1,1,2,,,,,,,,,,,,,2,,,,,,1,1,876,1,876
"0101050020419301","01010500204193","01010500204",1,3071.13232421875,3,2,1,1,5,2,4,193,1,"SORGHUM",6,1,1,2,,,,,,,,,,,,,2,,,,,,1,22,48,22,48
"0101050020419301","01010500204193","01010500204",1,3071.13232421875,3,3,1,1,5,2,4,193,1,"TEMPORARY GR",86,,,,,,,,,,,,,,,,,,,,,,,,,,
"0101050020421701","01010500204217","01010500204",1,3071.13232421875,1,1,1,1,5,2,4,217,1,"OTHER LAND",99,,,,,,,,,,,,,,,,,,,,,,,,,,
"0101050020421701","01010500204217","01010500204",1,3071.13232421875,1,2,1,1,5,2,4,217,1,"MAIZE",2,1,1,2,,,,,,,,,,,,,2,,,,,,1,1,625,1,625
"0101050020421701","01010500204217","01010500204",1,3071.13232421875,1,3,1,1,5,2,4,217,1,"SORGHUM",6,1,1,2,,,,,,,,,,,,,2,,,,,,1,16,435,16,435
"0101050020421701","01010500204217","01010500204",1,3071.13232421875,1,4,1,1,5,2,4,217,1,"MILLET",3,1,1,2,,,,,,,,,,,,,2,,,,,,1,9,0,9,0
"0101050020421701","01010500204217","01010500204",1,3071.13232421875,1,5,1,1,5,2,4,217,1,"SESAME",27,1,1,2,,,,,,,,,,,,,2,,,,,,1,2,600,2,600
"0101050020421701","01010500204217","01010500204",1,3071.13232421875,1,6,1,1,5,2,4,217,1,"RED PEPPER",38,1,1,2,,,,,,,,,,,,,2,,,,,,1,,,,
"0101050020421701","01010500204217","01010500204",1,3071.13232421875,1,7,1,1,5,2,4,217,1,"TEMPORARY GR",86,,,,,,,,,,,,,,,,,,,,,,,,,,
"0101050020421701","01010500204217","01010500204",1,3071.13232421875,1,8,1,1,5,2,4,217,1,"OTHER LAND",99,,,,,,,,,,,,,,,,,,,,,,,,,,
"0101050020421701","01010500204217","01010500204",1,3071.13232421875,1,9,1,1,5,2,4,217,1,"TEMPORARY GR",86,,,,,,,,,,,,,,,,,,,,,,,,,,
"0101060040200201","01010600402002","01010600402",1,3720.59497070313,1,2,1,1,6,4,2,2,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,2,130,2,130
"0101060040200201","01010600402002","01010600402",1,3720.59497070313,1,3,1,1,6,4,2,2,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,1,5,140,5,140
"0101060040200201","01010600402002","01010600402",1,3720.59497070313,1,4,1,1,6,4,2,2,1,"MILLET",3,1,3,2,,,,,,,,,,,,,2,,,,,,1,2,340,2,340
"0101060040200201","01010600402002","01010600402",1,3720.59497070313,2,1,1,1,6,4,2,2,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,1,8,280,8,280
"0101060040200201","01010600402002","01010600402",1,3720.59497070313,3,1,1,1,6,4,2,2,1,"MILLET",3,1,3,1,"N02",,13,40,1,,80,1,,,,,2,,,,,,2,,,13,400
"0101060040202101","01010600402021","01010600402",1,3720.59497070313,1,2,1,1,6,4,2,21,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,17,650,17,650
